"title","genre","director","year","duration","gross","budget","cast_facebook_likes","votes","reviews","rating","duration2"
"Step Up 3D","Drama","Jon M. Chu",2010,107,42385520,30000000,4059,47297,224,6.2,"[100,120)"
"Repo Men","Action","Miguel Sapochnik",2010,119,13763130,32000000,2925,87768,384,6.3,"[100,120)"
"Knight and Day","Action","James Mangold",2010,117,76418654,117000000,12731,148280,631,6.3,"[100,120)"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Adventure","Michael Apted",2010,113,104383624,155000000,764,106446,455,6.3,"[100,120)"
"Tiny Furniture","Comedy","Lena Dunham",2010,98,389804,65000,2530,11816,148,6.3,"[ 63,100)"
"Cyrus","Comedy","Jay Duplass",2010,91,7455447,7000000,1136,29967,349,6.3,"[ 63,100)"
"Somewhere","Comedy","Sofia Coppola",2010,97,1768416,7000000,684,35848,499,6.3,"[ 63,100)"
"You Will Meet a Tall Dark Stranger","Comedy","Woody Allen",2010,98,3247816,22000000,19310,36145,331,6.3,"[ 63,100)"
"Going the Distance","Comedy","Nanette Burstein",2010,102,17797316,32000000,2961,50523,280,6.3,"[100,120)"
"Date Night","Comedy","Shawn Levy",2010,101,98711404,55000000,39822,127571,454,6.3,"[100,120)"
"Letters to God","Drama","David Nixon",2010,110,2848578,3500000,1567,3942,84,6.3,"[100,120)"
"Wall Street: Money Never Sleeps","Drama","Oliver Stone",2010,136,52474616,70000000,1579,84118,542,6.3,"[120,280]"
"The Losers","Action","Sylvain White",2010,97,23527955,25000000,12841,74691,378,6.4,"[ 63,100)"
"Predators","Action","Nimrod Antal",2010,107,52000688,40000000,4243,171418,970,6.4,"[100,120)"
"Salt","Action","Phillip Noyce",2010,101,118311368,110000000,12406,245621,844,6.4,"[100,120)"
"Shrek Forever After","Adventure","Mike Mitchell",2010,93,238371987,165000000,4628,138661,399,6.4,"[ 63,100)"
"Everything Must Go","Comedy","Dan Rush",2010,97,2711210,5000000,10517,40305,241,6.4,"[ 63,100)"
"Leap Year","Comedy","Anand Tucker",2010,100,12561,19000000,4094,71276,315,6.4,"[100,120)"
"She's Out of My League","Comedy","Jim Field Smith",2010,104,31584722,20000000,5707,101730,311,6.4,"[100,120)"
"Hot Tub Time Machine","Comedy","Steve Pink",2010,101,50213619,36000000,1272,139184,508,6.4,"[100,120)"
"Burlesque","Drama","Steve Antin",2010,119,39440655,55000000,4315,61680,419,6.4,"[100,120)"
"Faster","Action","George Tillman Jr.",2010,98,23225911,24000000,14699,80574,353,6.5,"[ 63,100)"
"The Expendables","Action","Sylvester Stallone",2010,113,102981571,80000000,46355,270226,1165,6.5,"[100,120)"
"Alice in Wonderland","Adventure","Tim Burton",2010,108,334185206,200000000,79957,306320,1187,6.5,"[100,120)"
"Letters to Juliet","Comedy","Gary Winick",2010,105,53021560,30000000,1026,74630,315,6.5,"[100,120)"
"Morning Glory","Comedy","Roger Michell",2010,107,30993544,40000000,621,58871,368,6.5,"[100,120)"
"Stake Land","Drama","Jim Mickle",2010,98,18469,650000,1038,34263,356,6.5,"[ 63,100)"
"Extraordinary Measures","Drama","Tom Vaughan",2010,106,11854694,31000000,17560,14281,190,6.5,"[100,120)"
"Charlie St. Cloud","Drama","Burr Steers",2010,99,31136950,44000000,1066,47364,192,6.5,"[ 63,100)"
"Hereafter","Drama","Clint Eastwood",2010,129,32741596,50000000,14344,80140,638,6.5,"[120,280]"
"Prince of Persia: The Sands of Time","Action","Mike Newell",2010,116,90755643,200000000,16149,222403,759,6.6,"[100,120)"
"Due Date","Comedy","Todd Phillips",2010,95,100448498,65000000,23018,272789,592,6.6,"[ 63,100)"
"Machete","Action","Ethan Maniquis",2010,105,26589953,10500000,26233,165792,783,6.7,"[100,120)"
"The Other Guys","Action","Adam McKay",2010,116,119219978,100000000,20233,189806,581,6.7,"[100,120)"
"Robin Hood","Action","Ridley Scott",2010,156,105219735,200000000,3244,211765,889,6.7,"[120,280]"
"Ramona and Beezus","Adventure","Elizabeth Allen Rosenbaum",2010,103,26161406,15000000,1002,13874,133,6.7,"[100,120)"
"Love & Other Drugs","Comedy","Edward Zwick",2010,112,32357532,30000000,31278,143368,434,6.7,"[100,120)"
"Unstoppable","Action","Tony Scott",2010,98,81557479,100000000,25780,149947,642,6.8,"[ 63,100)"
"TRON: Legacy","Action","Joseph Kosinski",2010,125,172051787,170000000,25549,264186,1134,6.8,"[120,280]"
"The Perfect Host","Comedy","Nick Tomnay",2010,93,48430,500000,1452,20176,185,6.8,"[ 63,100)"
"Super","Comedy","James Gunn",2010,96,322157,2500000,4590,61787,441,6.8,"[ 63,100)"
"The Book of Eli","Action","Albert Hughes",2010,118,94822707,80000000,44797,227072,885,6.9,"[100,120)"
"The Debt","Drama","John Madden",2010,113,31146570,20000000,1136,55441,423,6.9,"[100,120)"
"Legend of the Guardians: The Owls of Ga'Hoole","Action","Zack Snyder",2010,101,55673333,80000000,4286,65785,348,7,"[100,120)"
"Iron Man 2","Action","Jon Favreau",2010,124,312057433,200000000,48638,522371,1176,7,"[120,280]"
"Rabbit Hole","Drama","John Cameron Mitchell",2010,91,2221809,5000000,1582,40618,392,7,"[ 63,100)"
"Jackass 3D","Action","Jeff Tremaine",2010,101,117224271,20000000,1787,47794,237,7.1,"[100,120)"
"RED","Action","Robert Schwentke",2010,111,90356857,58000000,24928,238916,643,7.1,"[100,120)"
"The Kids Are All Right","Comedy","Lisa Cholodenko",2010,106,20803237,3500000,18645,110616,614,7.1,"[100,120)"
"Easy A","Comedy","Will Gluck",2010,92,58401464,8000000,16982,276746,526,7.1,"[ 63,100)"
"Hesher","Drama","Spencer Susser",2010,106,382946,7000000,44969,43965,233,7.1,"[100,120)"
"Beginners","Comedy","Mike Mills",2010,105,5776314,3200000,2016,73349,403,7.2,"[100,120)"
"It's Kind of a Funny Story","Comedy","Anna Boden",2010,101,6350058,8000000,2786,106098,313,7.2,"[100,120)"
"Winter's Bone","Drama","Debra Granik",2010,100,6531491,2000000,34446,111658,662,7.2,"[100,120)"
"Remember Me","Drama","Allen Coulter",2010,113,19057024,16000000,22088,113963,519,7.2,"[100,120)"
"Megamind","Action","Tom McGrath",2010,95,148337537,130000000,46120,172754,420,7.3,"[ 63,100)"
"Blue Valentine","Drama","Derek Cianfrance",2010,112,9701559,3500000,35941,141425,660,7.4,"[100,120)"
"Scott Pilgrim vs. the World","Action","Edgar Wright",2010,112,31494270,60000000,12687,273921,915,7.5,"[100,120)"
"127 Hours","Adventure","Danny Boyle",2010,94,18329466,18000000,11984,279179,890,7.6,"[ 63,100)"
"True Grit","Adventure","Ethan Coen",2010,110,171031347,38000000,25964,240962,1217,7.7,"[100,120)"
"Flipped","Comedy","Rob Reiner",2010,90,1752214,14000000,4377,60460,191,7.7,"[ 63,100)"
"Tangled","Adventure","Nathan Greno",2010,100,200807262,260000000,2036,294810,711,7.8,"[100,120)"
"Black Swan","Drama","Darren Aronofsky",2010,108,106952327,13000000,38072,551363,1809,8,"[100,120)"
"How to Train Your Dragon","Adventure","Dean DeBlois",2010,98,217387997,165000000,20453,485430,780,8.2,"[ 63,100)"
"Toy Story 3","Adventure","Lee Unkrich",2010,103,414984497,200000000,19085,544884,1186,8.3,"[100,120)"
"Inception","Action","Christopher Nolan",2010,148,292568851,160000000,81115,1468200,3445,8.8,"[120,280]"
"Bucky Larson: Born to Be a Star","Comedy","Tom Brady",2011,97,2331318,10000000,2603,9541,113,3.3,"[ 63,100)"
"Jack and Jill","Comedy","Dennis Dugan",2011,91,74158157,79000000,27405,60370,420,3.4,"[ 63,100)"
"Spy Kids: All the Time in the World in 4D","Action","Robert Rodriguez",2011,89,38536376,27000000,4311,15866,159,3.6,"[ 63,100)"
"Go for It!","Drama","Carmen Marron",2011,105,178739,2450000,1668,1015,18,3.9,"[100,120)"
"Ghost Rider: Spirit of Vengeance","Action","Mark Neveldine",2011,96,51774002,57000000,16121,87745,618,4.3,"[ 63,100)"
"In the Land of Blood and Honey","Drama","Angelina Jolie Pitt",2011,127,301305,13000000,796,31414,290,4.3,"[120,280]"
"Big Mommas: Like Father, Like Son","Action","John Whitesell",2011,113,37911876,32000000,3500,19671,135,4.4,"[100,120)"
"Alvin and the Chipmunks: Chipwrecked","Adventure","Mike Mitchell",2011,87,133103929,75000000,4073,22838,147,4.4,"[ 63,100)"
"The Roommate","Drama","Christian E. Christiansen",2011,91,37300107,16000000,5349,29147,253,4.8,"[ 63,100)"
"The Darkest Hour","Action","Chris Gorak",2011,89,21426805,30000000,843,49312,406,4.9,"[ 63,100)"
"I Don't Know How She Does It","Comedy","Douglas McGrath",2011,89,9639242,24000000,5470,16437,237,4.9,"[ 63,100)"
"Abduction","Action","John Singleton",2011,106,28064226,35000000,561,65044,353,5,"[100,120)"
"Zookeeper","Comedy","Frank Coraci",2011,102,80360866,80000000,5392,44662,305,5.2,"[100,120)"
"Salvation Boulevard","Action","George Ratliff",2011,96,27445,9000000,561,3788,79,5.3,"[ 63,100)"
"The Dilemma","Comedy","Ron Howard",2011,111,48430355,70000000,18510,43709,326,5.3,"[100,120)"
"Mars Needs Moms","Action","Simon Wells",2011,88,21379315,150000000,2652,17590,244,5.4,"[ 63,100)"
"Prom","Comedy","Joe Nussbaum",2011,104,10106233,8000000,5190,12702,115,5.4,"[100,120)"
"Drive Angry","Action","Patrick Lussier",2011,104,10706786,50000000,16481,81800,507,5.5,"[100,120)"
"Hop","Adventure","Tim Hill",2011,95,108012170,63000000,2558,24089,238,5.5,"[ 63,100)"
"The Smurfs","Adventure","Raja Gosnell",2011,103,142614158,110000000,692,66593,325,5.5,"[100,120)"
"Green Lantern","Action","Martin Campbell",2011,123,116593191,200000000,17657,223393,986,5.6,"[120,280]"
"Your Highness","Adventure","David Gordon Green",2011,102,21557240,49900000,45202,85237,482,5.6,"[100,120)"
"The FP","Comedy","Brandon Trost",2011,82,40557,60000,2046,1389,88,5.6,"[ 63,100)"
"Beastly","Drama","Daniel Barnz",2011,86,27854896,17000000,17396,64190,277,5.6,"[ 63,100)"
"Priest","Action","Scott Stewart",2011,87,29136626,60000000,1417,97089,458,5.7,"[ 63,100)"
"L!fe Happens","Comedy","Kat Coiro",2011,100,20186,930000,2924,6025,33,5.7,"[100,120)"
"Jumping the Broom","Comedy","Salim Akil",2011,112,37295394,6600000,5959,7973,111,5.7,"[100,120)"
"Bad Teacher","Comedy","Jake Kasdan",2011,97,100292856,20000000,5547,160418,582,5.7,"[ 63,100)"
"New Year's Eve","Comedy","Garry Marshall",2011,113,54540525,56000000,23456,66579,334,5.7,"[100,120)"
"Straw Dogs","Action","Rod Lurie",2011,110,10324441,25000000,11431,27117,330,5.8,"[100,120)"
"Battle Los Angeles","Action","Jonathan Liebesman",2011,116,83552429,70000000,4001,154955,1155,5.8,"[100,120)"
"The Green Hornet","Action","Michel Gondry",2011,119,98780042,120000000,13391,136019,890,5.8,"[100,120)"
"Sanctum","Adventure","Alister Grierson",2011,108,23070045,30000000,3892,47003,459,5.9,"[100,120)"
"Something Borrowed","Comedy","Luke Greenfield",2011,112,39026186,35000000,2371,48019,281,5.9,"[100,120)"
"Hall Pass","Comedy","Bobby Farrelly",2011,111,45045037,36000000,3393,103230,380,5.9,"[100,120)"
"What's Your Number?","Comedy","Mark Mylod",2011,117,13987482,20000000,15713,58957,242,6,"[100,120)"
"Mr. Popper's Penguins","Comedy","Mark Waters",2011,94,68218041,55000000,2820,67191,297,6,"[ 63,100)"
"The Rite","Drama","Mikael Hafstrom",2011,114,33037754,37000000,19904,75864,464,6,"[100,120)"
"Dream House","Drama","Jim Sheridan",2011,84,21283440,55000000,8018,46239,311,6,"[ 63,100)"
"I Am Number Four","Action","D.J. Caruso",2011,109,55092830,60000000,15608,195043,617,6.1,"[100,120)"
"Immortals","Action","Tarsem Singh",2011,110,83503161,75000000,16691,138190,689,6.1,"[100,120)"
"Sucker Punch","Action","Zack Snyder",2011,128,36381716,82000000,7067,197584,1353,6.1,"[120,280]"
"Larry Crowne","Comedy","Tom Hanks",2011,98,35565975,30000000,16827,49205,402,6.1,"[ 63,100)"
"Tower Heist","Action","Brett Ratner",2011,104,78009155,75000000,3768,110073,430,6.2,"[100,120)"
"No Strings Attached","Comedy","Ivan Reitman",2011,108,70625986,25000000,22739,168717,423,6.2,"[100,120)"
"The Big Year","Comedy","David Frankel",2011,100,7204138,41000000,2085,34809,233,6.2,"[100,120)"
"Johnny English Reborn","Action","Oliver Parker",2011,101,8129455,45000000,661,89568,294,6.3,"[100,120)"
"Transformers: Dark of the Moon","Action","Michael Bay",2011,154,352358779,195000000,2593,326180,1327,6.3,"[120,280]"
"A Very Harold & Kumar 3D Christmas","Adventure","Todd Strauss-Schulson",2011,90,35033759,19000000,2462,55008,254,6.3,"[ 63,100)"
"Cars 2","Adventure","John Lasseter",2011,106,191450875,200000000,4482,101178,587,6.3,"[100,120)"
"Young Adult","Comedy","Jason Reitman",2011,94,16300302,12000000,10575,64682,528,6.3,"[ 63,100)"
"Take Me Home Tonight","Comedy","Michael Dowse",2011,97,6923891,23000000,5519,43867,219,6.3,"[ 63,100)"
"Our Idiot Brother","Comedy","Jesse Peretz",2011,90,24809547,5000000,15710,74875,294,6.4,"[ 63,100)"
"Fright Night","Comedy","Craig Gillespie",2011,106,18298649,30000000,1393,85024,600,6.4,"[100,120)"
"The Change-Up","Comedy","David Dobkin",2011,118,37035845,52000000,28045,136680,364,6.4,"[100,120)"
"Just Go with It","Comedy","Dennis Dugan",2011,117,103028109,80000000,16325,172878,407,6.4,"[100,120)"
"Jeff, Who Lives at Home","Comedy","Jay Duplass",2011,83,4244155,10000000,3374,56005,294,6.5,"[ 63,100)"
"The Hangover Part II","Comedy","Todd Phillips",2011,102,254455986,80000000,16143,375879,785,6.5,"[100,120)"
"Margaret","Drama","Kenneth Lonergan",2011,186,46495,14000000,14638,12053,235,6.5,"[120,280]"
"The Mechanic","Action","Simon West",2011,93,29113588,40000000,27834,117999,433,6.6,"[ 63,100)"
"Diary of a Wimpy Kid: Rodrick Rules","Comedy","David Bowers",2011,99,52691009,21000000,3567,18727,148,6.6,"[ 63,100)"
"Friends with Benefits","Comedy","Will Gluck",2011,109,55802754,35000000,20956,270228,432,6.6,"[100,120)"
"Contagion","Drama","Steven Soderbergh",2011,106,75638743,60000000,13634,180479,847,6.6,"[100,120)"
"In Time","Action","Andrew Niccol",2011,109,37553932,40000000,34011,304318,823,6.7,"[100,120)"
"Puss in Boots","Action","Chris Miller",2011,90,149234747,130000000,5046,114287,383,6.7,"[ 63,100)"
"Pirates of the Caribbean: On Stranger Tides","Action","Rob Marshall",2011,136,241063875,250000000,54083,370704,932,6.7,"[120,280]"
"Like Crazy","Drama","Drake Doremus",2011,90,3388210,250000,34983,46813,356,6.7,"[ 63,100)"
"The Beaver","Drama","Jodie Foster",2011,91,958319,21000000,34705,39764,424,6.7,"[ 63,100)"
"The Tree of Life","Drama","Terrence Malick",2011,139,13303319,32000000,13021,136367,1559,6.7,"[120,280]"
"The Grey","Action","Joe Carnahan",2011,117,51533608,25000000,16606,203111,1163,6.8,"[100,120)"
"Hanna","Action","Joe Wright",2011,111,40247512,30000000,257,159198,855,6.8,"[100,120)"
"Machine Gun Preacher","Action","Marc Forster",2011,129,537580,30000000,19620,52972,258,6.8,"[120,280]"
"Bernie","Comedy","Richard Linklater",2011,99,9203192,5000000,11328,45396,367,6.8,"[ 63,100)"
"Bridesmaids","Comedy","Paul Feig",2011,131,169076745,32500000,3229,218711,856,6.8,"[120,280]"
"Captain America: The First Avenger","Action","Joe Johnston",2011,124,176636816,140000000,19761,508818,1189,6.9,"[120,280]"
"Extremely Loud & Incredibly Close","Adventure","Stephen Daldry",2011,129,31836745,40000000,15595,81298,624,6.9,"[120,280]"
"Horrible Bosses","Comedy","Seth Gordon",2011,106,117528646,35000000,18669,353442,727,6.9,"[100,120)"
"Dolphin Tale","Drama","Charles Martin Smith",2011,113,72279690,37000000,14209,17948,217,6.9,"[100,120)"
"Water for Elephants","Drama","Francis Lawrence",2011,120,58700247,38000000,36062,95367,539,6.9,"[120,280]"
"Thor","Action","Kenneth Branagh",2011,115,181015141,150000000,60059,536314,1254,7,"[100,120)"
"Paul","Adventure","Greg Mottola",2011,109,37371385,40000000,390,192462,676,7,"[100,120)"
"Rio","Adventure","Carlos Saldanha",2011,96,143618384,90000000,12071,165333,426,7,"[ 63,100)"
"Another Earth","Drama","Mike Cahill",2011,92,1316074,100000,1303,71387,470,7,"[ 63,100)"
"Courageous","Drama","Alex Kendrick",2011,129,34522221,2000000,2300,15401,209,7,"[120,280]"
"One Day","Drama","Lone Scherfig",2011,107,13766014,15000000,17627,106111,402,7,"[100,120)"
"Real Steel","Action","Shawn Levy",2011,127,85463309,110000000,22254,254841,753,7.1,"[120,280]"
"The Muppets","Adventure","James Bobin",2011,103,88625922,45000000,1336,75176,650,7.1,"[100,120)"
"The Ides of March","Drama","George Clooney",2011,101,40962534,12500000,57077,188652,709,7.1,"[100,120)"
"Rango","Adventure","Gore Verbinski",2011,107,123207194,135000000,43291,183208,699,7.2,"[100,120)"
"A Better Life","Drama","Chris Weitz",2011,98,1754319,10000000,2214,13174,175,7.2,"[ 63,100)"
"War Horse","Drama","Steven Spielberg",2011,146,79883359,66000000,46726,116159,876,7.2,"[120,280]"
"Fast Five","Action","Justin Lin",2011,132,209805005,125000000,55345,284792,708,7.3,"[120,280]"
"Kung Fu Panda 2","Action","Jennifer Yuh Nelson",2011,90,165230261,150000000,21015,182718,493,7.3,"[ 63,100)"
"Winnie the Pooh","Adventure","Stephen J. Anderson",2011,63,26687172,30000000,1002,15600,217,7.3,"[ 63,100)"
"The Descendants","Comedy","Alexander Payne",2011,115,82624961,20000000,9578,205284,988,7.3,"[100,120)"
"The Adventures of Tintin","Action","Steven Spielberg",2011,107,77564037,135000000,4631,177383,887,7.4,"[100,120)"
"Mission: Impossible - Ghost Protocol","Action","Brad Bird",2011,133,209364921,145000000,21768,365104,944,7.4,"[120,280]"
"Crazy, Stupid, Love.","Comedy","Glenn Ficarra",2011,118,84244877,50000000,57426,375456,602,7.4,"[100,120)"
"Take Shelter","Drama","Jeff Nichols",2011,121,1729969,5000000,1520,68211,578,7.4,"[120,280]"
"Sherlock Holmes: A Game of Shadows","Action","Guy Ritchie",2011,129,186830669,125000000,22403,338635,794,7.5,"[120,280]"
"Hugo","Adventure","Martin Scorsese",2011,126,73820094,170000000,36017,245333,1360,7.5,"[120,280]"
"Rise of the Planet of the Apes","Action","Rupert Wyatt",2011,105,176740650,93000000,13118,403836,1175,7.6,"[100,120)"
"50/50","Comedy","Jonathan Levine",2011,100,34963967,8000000,39807,270441,705,7.7,"[100,120)"
"X-Men: First Class","Action","Matthew Vaughn",2011,132,146405371,160000000,50983,518537,1198,7.8,"[120,280]"
"The Help","Drama","Tate Taylor",2011,146,169705587,25000000,23227,318955,833,8.1,"[120,280]"
"Warrior","Drama","Gavin O'Connor",2011,140,13651662,25000000,29692,332276,831,8.2,"[120,280]"
"Detention of the Dead","Comedy","Alex Craig Mann",2012,87,1332,500000,2251,2038,49,4.6,"[ 63,100)"
"Madea's Witness Protection","Comedy","Tyler Perry",2012,114,65623128,20000000,2753,7354,81,4.8,"[100,120)"
"The Cold Light of Day","Action","Mabrouk El Mechri",2012,93,3749061,20000000,30134,28629,232,4.9,"[ 63,100)"
"Alex Cross","Action","Rob Cohen",2012,101,25863915,35000000,2471,28257,362,5.1,"[100,120)"
"Vamps","Comedy","Amy Heckerling",2012,92,2964,16000000,3086,7444,96,5.1,"[ 63,100)"
"The Lords of Salem","Drama","Rob Zombie",2012,101,1163508,2500000,5158,20376,400,5.1,"[100,120)"
"One for the Money","Action","Julie Anne Robinson",2012,91,26404753,40000000,3301,34203,296,5.3,"[ 63,100)"
"Bachelorette","Comedy","Leslye Headland",2012,87,418268,3000000,8353,37156,285,5.3,"[ 63,100)"
"Tim and Eric's Billion Dollar Movie","Comedy","Tim Heidecker",2012,93,200803,3000000,1467,7988,153,5.3,"[ 63,100)"
"The Man with the Iron Fists","Action","RZA",2012,107,15608545,15000000,2377,53471,432,5.4,"[100,120)"
"Fun Size","Adventure","Josh Schwartz",2012,86,9402410,14000000,3715,11233,109,5.4,"[ 63,100)"
"Stolen","Action","Simon West",2012,96,183125,35000000,14978,36914,184,5.5,"[ 63,100)"
"The Twilight Saga: Breaking Dawn - Part 2","Adventure","Bill Condon",2012,115,292298923,120000000,59177,185394,651,5.5,"[100,120)"
"Casa de mi Padre","Comedy","Matt Piedmont",2012,84,5895238,6000000,10123,17169,203,5.5,"[ 63,100)"
"Atlas Shrugged II: The Strike","Drama","John Putch",2012,111,3333823,10000000,5262,5612,145,5.5,"[100,120)"
"Hardflip","Action","Johnny Remo",2012,112,96734,1000000,263584,606,7,5.6,"[100,120)"
"Mirror Mirror","Adventure","Tarsem Singh",2012,106,64933670,85000000,11454,70838,590,5.6,"[100,120)"
"That's My Boy","Comedy","Sean Anders",2012,116,36931089,70000000,16484,70681,355,5.6,"[100,120)"
"Bullet to the Head","Action","Walter Hill",2012,92,9483821,55000000,25418,39247,410,5.7,"[ 63,100)"
"The Watch","Action","Akiva Schaffer",2012,102,34350553,68000000,2486,104072,472,5.7,"[100,120)"
"The Ghastly Love of Johnny X","Comedy","Paul Bunnell",2012,106,2436,2000000,1611,344,113,5.7,"[100,120)"
"Joyful Noise","Comedy","Todd Graff",2012,118,30920167,25000000,3389,6476,169,5.7,"[100,120)"
"Playing for Keeps","Comedy","Gabriele Muccino",2012,105,13101142,35000000,23122,23916,185,5.7,"[100,120)"
"What to Expect When You're Expecting","Comedy","Kirk Jones",2012,110,41102171,40000000,13396,57266,259,5.7,"[100,120)"
"Filly Brown","Drama","Youssef Delara",2012,80,2833383,427000,2459,910,27,5.7,"[ 63,100)"
"Sparkle","Drama","Salim Akil",2012,116,24397469,17000000,5804,5161,130,5.7,"[100,120)"
"Journey 2: The Mysterious Island","Action","Brad Peyton",2012,94,103812241,79000000,27842,67296,311,5.8,"[ 63,100)"
"Wrath of the Titans","Action","Jonathan Liebesman",2012,99,83640426,150000000,16184,152826,563,5.8,"[ 63,100)"
"The Guilt Trip","Comedy","Anne Fletcher",2012,95,37101011,40000000,1070,30394,250,5.8,"[ 63,100)"
"Red Tails","Action","Anthony Hemingway",2012,125,49875589,58000000,4416,28807,417,5.9,"[120,280]"
"Abraham Lincoln: Vampire Hunter","Action","Timur Bekmambetov",2012,105,37516013,69000000,8281,128629,741,5.9,"[100,120)"
"Battleship","Action","Peter Berg",2012,131,65173160,209000000,26679,202382,1128,5.9,"[120,280]"
"A Thousand Words","Comedy","Brian Robbins",2012,91,18438149,40000000,222,30842,163,5.9,"[ 63,100)"
"Rock of Ages","Comedy","Adam Shankman",2012,136,38509342,75000000,712,61995,716,5.9,"[120,280]"
"For a Good Time, Call...","Comedy","Jamie Travis",2012,88,1243961,850000,3770,13421,149,6,"[ 63,100)"
"Blue Like Jazz","Comedy","Steve Taylor",2012,108,594904,1200000,1805,2582,127,6,"[100,120)"
"Hit and Run","Action","David Palmer",2012,100,13746550,2000000,15922,29322,280,6.1,"[100,120)"
"The Collection","Action","Marcus Dunstan",2012,82,6842058,10000000,3818,36029,246,6.1,"[ 63,100)"
"Snow White and the Huntsman","Action","Rupert Sanders",2012,132,155111815,170000000,72881,228554,1126,6.1,"[120,280]"
"Magic Mike","Comedy","Steven Soderbergh",2012,110,113709992,7000000,46646,108843,605,6.1,"[100,120)"
"Parental Guidance","Comedy","Andy Fickman",2012,105,77264926,25000000,5740,21176,246,6.1,"[100,120)"
"The Five-Year Engagement","Comedy","Nicholas Stoller",2012,131,28644770,30000000,3479,78974,373,6.2,"[120,280]"
"This Is 40","Comedy","Judd Apatow",2012,134,67523385,35000000,1050,104005,533,6.2,"[120,280]"
"The Campaign","Comedy","Jay Roach",2012,85,86897182,95000000,9271,106790,432,6.2,"[ 63,100)"
"Dark Shadows","Comedy","Tim Burton",2012,113,79711678,100000000,80849,199039,1005,6.2,"[100,120)"
"This Means War","Action","McG",2012,103,54758461,65000000,29808,147641,479,6.3,"[100,120)"
"To Rome with Love","Comedy","Woody Allen",2012,112,16684352,17000000,1205,67893,438,6.3,"[100,120)"
"Hope Springs","Comedy","David Frankel",2012,100,63536011,30000000,19420,34258,412,6.3,"[100,120)"
"Underworld: Awakening","Action","Mans Marlind",2012,88,62321039,70000000,5861,117096,513,6.4,"[ 63,100)"
"The Brass Teapot","Comedy","Ramaa Mosley",2012,101,6643,900000,4184,11965,101,6.4,"[100,120)"
"Diary of a Wimpy Kid: Dog Days","Comedy","David Bowers",2012,94,49002815,22000000,3153,15665,123,6.4,"[ 63,100)"
"The Dictator","Comedy","Larry Charles",2012,99,59617068,65000000,1375,213863,623,6.4,"[ 63,100)"
"Act of Valor","Action","Mike McCoy",2012,110,70011073,12000000,146,57996,565,6.5,"[100,120)"
"Safe","Action","Boaz Yakin",2012,94,17120019,30000000,27759,83097,392,6.5,"[ 63,100)"
"Premium Rush","Action","David Koepp",2012,91,20275446,35000000,24669,95274,426,6.5,"[ 63,100)"
"Here Comes the Boom","Action","Frank Coraci",2012,105,45290318,42000000,6727,74169,266,6.5,"[100,120)"
"Middle of Nowhere","Drama","Ava DuVernay",2012,97,78030,200000,3021,1034,47,6.5,"[ 63,100)"
"The Lucky One","Drama","Scott Hicks",2012,101,60443237,25000000,1852,76882,276,6.5,"[100,120)"
"Step Up Revolution","Drama","Scott Speer",2012,99,35057332,33000000,4863,45394,193,6.5,"[ 63,100)"
"Man on a Ledge","Action","Asger Leth",2012,102,18600911,42000000,362,125198,411,6.6,"[100,120)"
"John Carter","Action","Andrew Stanton",2012,132,73058679,263700000,1873,212204,1200,6.6,"[120,280]"
"Ice Age: Continental Drift","Adventure","Steve Martino",2012,88,161317423,95000000,25354,145321,372,6.6,"[ 63,100)"
"Think Like a Man","Comedy","Tim Story",2012,122,91547205,12000000,5165,34579,139,6.6,"[120,280]"
"The Odd Life of Timothy Green","Comedy","Peter Hedges",2012,105,51853450,25000000,9069,37398,279,6.6,"[100,120)"
"Arbitrage","Drama","Nicholas Jarecki",2012,107,7918283,12000000,2440,41574,433,6.6,"[100,120)"
"Promised Land","Drama","Gus Van Sant",2012,106,7556708,15000000,14544,30284,344,6.6,"[100,120)"
"The Expendables 2","Action","Simon West",2012,103,85017401,92000000,57881,246803,857,6.7,"[100,120)"
"The Bourne Legacy","Action","Tony Gilroy",2012,135,113165635,125000000,12175,229823,940,6.7,"[120,280]"
"Seeking a Friend for the End of the World","Adventure","Lorene Scafaria",2012,101,6619173,10000000,7747,87203,486,6.7,"[100,120)"
"Project X","Comedy","Nima Nourizadeh",2012,93,54724272,12000000,2043,157051,490,6.7,"[ 63,100)"
"American Reunion","Comedy","Jon Hurwitz",2012,113,56724080,50000000,8398,172112,472,6.7,"[100,120)"
"Safe House","Action","Daniel Espinosa",2012,115,126149655,85000000,36237,166693,574,6.8,"[100,120)"
"Men in Black 3","Action","Barry Sonnenfeld",2012,106,179020854,225000000,12572,268154,792,6.8,"[100,120)"
"The Vow","Drama","Michael Sucsy",2012,104,125014030,30000000,18322,145852,378,6.8,"[100,120)"
"Madagascar 3: Europe's Most Wanted","Adventure","Eric Darnell",2012,93,216366733,145000000,2444,119213,365,6.9,"[ 63,100)"
"Jack Reacher","Action","Christopher McQuarrie",2012,130,80033643,60000000,16385,226570,835,7,"[120,280]"
"The Amazing Spider-Man","Action","Marc Webb",2012,153,262030663,230000000,28489,451803,1824,7,"[120,280]"
"ParaNorman","Adventure","Chris Butler",2012,92,55994557,60000000,13597,72287,504,7,"[ 63,100)"
"Prometheus","Adventure","Ridley Scott",2012,124,126464904,130000000,24098,456260,3101,7,"[120,280]"
